message,label
"Get a loan up to ₹5,00,000 instantly. Apply here 👉 http://lottery-winner-prize.online/claim",spam
Let’s catch up tomorrow after class.,ham
Win ₹25 lakh lottery today! Register now 👉 http://quickpay-bill.info/secure,spam
Let’s catch up tomorrow after class.,ham
Call me when you reach home safely.,ham
Final notice: Pay ₹500 electricity bill at http://secure-bank-login.xyz/restore before disconnection.,spam
Urgent: Your bank account will be closed today. Verify now 👉 http://lottery-winner-prize.online/claim,spam
Call me when you reach home safely.,ham
Thanks for your help with the assignment!,ham
Urgent: Your bank account will be closed today. Verify now 👉 http://free-iphone-prize.online/winner,spam
Exclusive deal: iPhone 15 at 70% discount. Hurry 👉 http://workfromhome-fastcash.biz/apply,spam
Your account has been suspended. Restore access at http://exclusive-iphone-deals.biz/order,spam
Urgent: Your bank account will be closed today. Verify now 👉 http://flashsale-iphone-deals.shop/buy,spam
"Get a loan up to ₹5,00,000 instantly. Apply here 👉 http://secure-bank-login.xyz/restore",spam
"Hey, did you reach the library? I’m waiting outside.",ham
See you at the station at 5 PM sharp.,ham
"Hey, did you reach the library? I’m waiting outside.",ham
Good luck for your exam tomorrow 🤞,ham
FLASH SALE! iPhone 14 Pro Max at 90% off. Buy now 👉 http://workfromhome-fastcash.biz/apply,spam
Are you free tonight for a quick call?,ham
"Get a loan up to ₹5,00,000 instantly. Apply here 👉 http://investment-doublers.info/join",spam
"Your mom called, please call her back.",ham
Join Zoom with ID 123-456 at 8 PM.,ham
FLASH SALE! iPhone 14 Pro Max at 90% off. Buy now 👉 http://secure-bank-login.xyz/restore,spam
Exclusive deal: iPhone 15 at 70% discount. Hurry 👉 http://holiday-trip-dubai.net/win,spam
Are you free tonight for a quick call?,ham
See you at the station at 5 PM sharp.,ham
"I’m feeling unwell today, won’t come to class.",ham
Meeting postponed to 4 PM. Check your email for details.,ham
Happy Birthday! Hope you have a wonderful day 🎂,ham
"Get a loan up to ₹5,00,000 instantly. Apply here 👉 http://freesim-datarecharge.online/offer",spam
"Your mom called, please call her back.",ham
Claim your free holiday package to Dubai. Limited seats 👉 http://kyc-update-banking.info/secure,spam
Happy Birthday! Hope you have a wonderful day 🎂,ham
"Get a loan up to ₹5,00,000 instantly. Apply here 👉 http://secure-bank-login.xyz/restore",spam
Are you free tonight for a quick call?,ham
Your Apple ID has been locked. Verify immediately at http://secure-bank-login.xyz/restore,spam
Recharge your SIM now and win free data worth 50GB! Claim 👉 http://holiday-trip-dubai.net/win,spam
Claim your free holiday package to Dubai. Limited seats 👉 http://loan-offer-today.top/apply,spam
Recharge your SIM now and win free data worth 50GB! Claim 👉 http://freesim-datarecharge.online/offer,spam
Let’s plan a trip after exams.,ham
Final notice: Pay ₹500 electricity bill at http://quickpay-bill.info/secure before disconnection.,spam
"Dear customer, your ATM card will be blocked. Update KYC here 👉 http://kyc-update-banking.info/secure",spam
Urgent: Your bank account will be closed today. Verify now 👉 http://kyc-update-banking.info/secure,spam
Your account has been suspended. Restore access at http://free-iphone-prize.online/winner,spam
See you at the station at 5 PM sharp.,ham
Your Apple ID has been locked. Verify immediately at http://loan-offer-today.top/apply,spam
Urgent: Your bank account will be closed today. Verify now 👉 http://appleid-support-login.net/verify,spam
Thanks for your help with the assignment!,ham
"I’m feeling unwell today, won’t come to class.",ham
"Get a loan up to ₹5,00,000 instantly. Apply here 👉 http://exclusive-iphone-deals.biz/order",spam
Final notice: Pay ₹500 electricity bill at http://quickpay-bill.info/secure before disconnection.,spam
Can you bring my charger tomorrow?,ham
Don’t forget to water the plants.,ham
FLASH SALE! iPhone 14 Pro Max at 90% off. Buy now 👉 http://account-verify-secure.top/login,spam
Congratulations! You’ve won an iPhone 15 Pro. Claim now at http://kyc-update-banking.info/secure,spam
Double your money in 7 days! Invest here 👉 http://exclusive-iphone-deals.biz/order,spam
Your order has been shipped and will arrive soon.,ham
Join Zoom with ID 123-456 at 8 PM.,ham
Happy Birthday! Hope you have a wonderful day 🎂,ham
Let’s plan a trip after exams.,ham
See you at the station at 5 PM sharp.,ham
"Earn ₹50,000 monthly from home. Register now 👉 http://appleid-support-login.net/verify",spam
I just sent you the payment via UPI.,ham
Join Zoom with ID 123-456 at 8 PM.,ham
Thanks for your help with the assignment!,ham
Your order has been shipped and will arrive soon.,ham
Win ₹25 lakh lottery today! Register now 👉 http://investment-doublers.info/join,spam
Double your money in 7 days! Invest here 👉 http://holiday-trip-dubai.net/win,spam
Claim your free holiday package to Dubai. Limited seats 👉 http://quickpay-bill.info/secure,spam
Happy Birthday! Hope you have a wonderful day 🎂,ham
Good luck for your exam tomorrow 🤞,ham
Recharge your SIM now and win free data worth 50GB! Claim 👉 http://account-verify-secure.top/login,spam
Your order has been shipped and will arrive soon.,ham
Congratulations! You’ve won an iPhone 15 Pro. Claim now at http://holiday-trip-dubai.net/win,spam
Recharge your SIM now and win free data worth 50GB! Claim 👉 http://freesim-datarecharge.online/offer,spam
Thanks for your help with the assignment!,ham
"Get a loan up to ₹5,00,000 instantly. Apply here 👉 http://holiday-trip-dubai.net/win",spam
See you at the station at 5 PM sharp.,ham
Are you free tonight for a quick call?,ham
Exclusive deal: iPhone 15 at 70% discount. Hurry 👉 http://holiday-trip-dubai.net/win,spam
Congratulations! You’ve won an iPhone 15 Pro. Claim now at http://kyc-update-banking.info/secure,spam
"Dear customer, your ATM card will be blocked. Update KYC here 👉 http://account-verify-secure.top/login",spam
Congrats on your new job!,ham
Call me when you reach home safely.,ham
Let’s plan a trip after exams.,ham
I just sent you the payment via UPI.,ham
I just sent you the payment via UPI.,ham
FLASH SALE! iPhone 14 Pro Max at 90% off. Buy now 👉 http://freesim-datarecharge.online/offer,spam
Win ₹25 lakh lottery today! Register now 👉 http://reward-center-claim.xyz/get,spam
Meeting postponed to 4 PM. Check your email for details.,ham
"Dear customer, your ATM card will be blocked. Update KYC here 👉 http://reward-center-claim.xyz/get",spam
Pizza Hut delivery: Your order will arrive in 20 minutes.,ham
You have an unclaimed reward waiting. Click here 👉 http://flashsale-iphone-deals.shop/buy,spam
Your account has been suspended. Restore access at http://lottery-winner-prize.online/claim,spam
Exclusive deal: iPhone 15 at 70% discount. Hurry 👉 http://quickpay-bill.info/secure,spam
Call me when you reach home safely.,ham
Happy Birthday! Hope you have a wonderful day 🎂,ham
Final notice: Pay ₹500 electricity bill at http://free-iphone-prize.online/winner before disconnection.,spam
I just sent you the payment via UPI.,ham
You have an unclaimed reward waiting. Click here 👉 http://account-verify-secure.top/login,spam
Can you bring my charger tomorrow?,ham
Let’s plan a trip after exams.,ham
"Hey, did you reach the library? I’m waiting outside.",ham
Recharge your SIM now and win free data worth 50GB! Claim 👉 http://investment-doublers.info/join,spam
Your account has been suspended. Restore access at http://workfromhome-fastcash.biz/apply,spam
Exclusive deal: iPhone 15 at 70% discount. Hurry 👉 http://appleid-support-login.net/verify,spam
Final notice: Pay ₹500 electricity bill at http://kyc-update-banking.info/secure before disconnection.,spam
Your Apple ID has been locked. Verify immediately at http://holiday-trip-dubai.net/win,spam
Urgent: Your bank account will be closed today. Verify now 👉 http://exclusive-iphone-deals.biz/order,spam
Urgent: Your bank account will be closed today. Verify now 👉 http://secure-bank-login.xyz/restore,spam
Call me when you reach home safely.,ham
Good luck for your exam tomorrow 🤞,ham
Final notice: Pay ₹500 electricity bill at http://appleid-support-login.net/verify before disconnection.,spam
Exclusive deal: iPhone 15 at 70% discount. Hurry 👉 http://investment-doublers.info/join,spam
Your order has been shipped and will arrive soon.,ham
Join Zoom with ID 123-456 at 8 PM.,ham
"Get a loan up to ₹5,00,000 instantly. Apply here 👉 http://lottery-winner-prize.online/claim",spam
Recharge your SIM now and win free data worth 50GB! Claim 👉 http://reward-center-claim.xyz/get,spam
"Check your email, I shared the document.",ham
Good luck for your exam tomorrow 🤞,ham
Good luck for your exam tomorrow 🤞,ham
See you at the station at 5 PM sharp.,ham
Happy Birthday! Hope you have a wonderful day 🎂,ham
Are you free tonight for a quick call?,ham
Win ₹25 lakh lottery today! Register now 👉 http://account-verify-secure.top/login,spam
"Earn ₹50,000 monthly from home. Register now 👉 http://investment-doublers.info/join",spam
Can you bring my charger tomorrow?,ham
I just sent you the payment via UPI.,ham
"Hey, did you reach the library? I’m waiting outside.",ham
